meeting,date,race_number,dataset,split,venue,distance,field_size,segments,top2_hits,top3_hits,top3_capture_at4,top3_capture_at5,top3_all_within_top5,winner_model_rank,ndcg_at5,competitive_recall_at5,what_model_got_wrong,underrated_horses,severely_underrated_horses,overrated_horses,missed_signals,primary_cause,systematic_or_race_specific,model_change_assessment,mean_actual_top3_uncertainty,annotation_flags,annotation_notes,excluded_from_adjusted
2026-04-22_HappyValley,2026-04-22,3,archive,archive_development,跑馬地,1650,12,,1,1,0.3333,0.3333,False,7,0.3279,0.25,模型頭兩選只捕捉一匹實際前三，模型前五捕捉1匹實際前三,#5 贏玥（模型7／實際1） | #7 得意佳作（模型12／實際3）,#5 贏玥（模型7／實際1） | #7 得意佳作（模型12／實際3）,#9 耀昌勝世（模型2／實際10）,騎練訊號 +3.50,騎練訊號辨識不足,系統性,建立賽前訊號候選並做 temporal holdout；未通過前唔改主線,0.4153,,,False
2026-04-22_HappyValley,2026-04-22,4,archive,archive_development,跑馬地,1200,12,,1,1,0.6667,1.0,True,1,0.89,0.75,模型頭兩選只捕捉一匹實際前三，但實際前三仍全部位於模型前五,#2 團長好（模型5／實際2） | #1 競駿非凡（模型4／實際3）,,#10 眼健康（模型2／實際8）,班次／負磅context +4.39,已標註異常賽果,系統性,保留作異常案例研究；唔以此場直接改模型,0.3944,extreme_outsider,extreme_outsider: #2 團長好 actual 2／odds 48,True
2026-04-22_HappyValley,2026-04-22,6,archive,archive_development,跑馬地,1000,12,,1,1,0.3333,0.3333,False,8,0.3575,0.5,模型頭兩選只捕捉一匹實際前三，模型前五捕捉1匹實際前三,#3 皇者有利（模型8／實際1） | #7 天火同人（模型7／實際3）,#3 皇者有利（模型8／實際1） | #7 天火同人（模型7／實際3）,,form line +3.65,已標註異常賽果,系統性,保留作異常案例研究；唔以此場直接改模型,0.3741,extreme_outsider,extreme_outsider: #7 天火同人 actual 3／odds 40,True
2026-04-22_HappyValley,2026-04-22,8,archive,archive_development,跑馬地,1800,12,,1,1,0.3333,0.6667,False,10,0.2674,0.5,模型頭兩選只捕捉一匹實際前三，模型前五捕捉2匹實際前三,#8 豐辰（模型10／實際1） | #11 祥勝將軍（模型5／實際2）,#8 豐辰（模型10／實際1）,#3 中國心（模型2／實際5）,form line +3.15,form line辨識不足,場次特定／樣本不足,暫不改模型；單場修正過擬合風險高,0.4311,,,False
2026-04-22_HappyValley,2026-04-22,9,archive,archive_development,跑馬地,1200,12,,1,1,0.3333,0.6667,False,5,0.6293,0.75,模型頭兩選只捕捉一匹實際前三，模型前五捕捉2匹實際前三,#9 快活英雄（模型5／實際1） | #7 金牌活力（模型8／實際3）,#7 金牌活力（模型8／實際3）,,,整體競爭群辨識不足,系統性,建立賽前訊號候選並做 temporal holdout；未通過前唔改主線,0.3417,,,False
2026-04-26_ShaTin,2026-04-26,1,archive,archive_development,沙田,1200,14,,1,1,0.3333,0.6667,False,5,0.492,0.6,模型頭兩選只捕捉一匹實際前三，模型前五捕捉2匹實際前三,#13 包裝天王（模型5／實際1） | #10 星光大道（模型6／實際3）,#10 星光大道（模型6／實際3）,,,整體競爭群辨識不足,系統性,建立賽前訊號候選並做 temporal holdout；未通過前唔改主線,0.5596,,,False
2026-04-26_ShaTin,2026-04-26,4,archive,archive_development,沙田,1400,14,,1,1,0.6667,0.6667,False,1,0.8292,0.6,模型頭兩選只捕捉一匹實際前三，模型前五捕捉2匹實際前三,#4 嵐臣（模型4／實際2） | #14 星光快驅（模型6／實際3）,#14 星光快驅（模型6／實際3）,#9 日日賞（模型2／實際11）,,已標註異常賽果,系統性,保留作異常案例研究；唔以此場直接改模型,0.3548,extreme_outsider,extreme_outsider: #14 星光快驅 actual 3／odds 54,True
2026-04-26_ShaTin,2026-04-26,5,archive,archive_development,沙田,1200,8,,1,1,0.6667,1.0,True,1,0.9147,1.0,模型頭兩選只捕捉一匹實際前三，但實際前三仍全部位於模型前五,#2 里見夢境（模型5／實際2） | #5 精算暴雪（模型4／實際3）,,#3 驕陽明駒（模型2／實際6）,,已標註異常賽果,系統性,保留作異常案例研究；唔以此場直接改模型,0.4029,extreme_outsider,extreme_outsider: #2 里見夢境 actual 2／odds 90 || #5 精算暴雪 actual 3／odds 345,True
2026-04-26_ShaTin,2026-04-26,6,archive,archive_development,沙田,1200,14,,0,1,0.3333,0.3333,False,7,0.1992,0.6,模型頭兩選全數落空，模型前五捕捉1匹實際前三,#4 增強（模型7／實際1） | #13 傑出雷霆（模型3／實際2） | #14 幸運糖（模型12／實際3）,#4 增強（模型7／實際1） | #14 幸運糖（模型12／實際3）,#6 健康快車（模型1／實際11） | #3 星月飛雲（模型2／實際6）,,已標註異常賽果,系統性,保留作異常案例研究；唔以此場直接改模型,0.3443,interference,interference: #6 健康快車: 11 6 健康快車 (H439) 二百五十米處至一百五十米處之間受困而未能望空。賽後立即接受獸醫檢查，並無發現任何明顯異常之處。,True
2026-04-26_ShaTin,2026-04-26,7,archive,archive_development,沙田,1600,14,,0,0,0.0,0.0,False,6,0.0657,0.2,模型頭兩選全數落空，模型前五亦未捕捉任何實際前三,#5 祝願（模型6／實際1） | #9 百賀飛駒（模型13／實際2） | #3 港邊小區（模型7／實際3）,#5 祝願（模型6／實際1） | #9 百賀飛駒（模型13／實際2） | #3 港邊小區（模型7／實際3）,#14 小鳥天堂（模型2／實際10）,班次／負磅context +6.50 | form line +3.90,已標註異常賽果,系統性,保留作異常案例研究；唔以此場直接改模型,0.4834,extreme_outsider | interference,extreme_outsider: #9 百賀飛駒 actual 2／odds 37 | interference: #14 小鳥天堂: 10 14 小鳥天堂 (K246) 四百米處至二百米處之間在「金鑽貴人」之後嚴重受困而未能望空。接近一百米處時在一段途程上在移至「合夥奔馳」外側之際難以望空。,True
2026-04-26_ShaTin,2026-04-26,8,archive,archive_development,沙田,1400,14,,1,2,1.0,1.0,True,2,0.7331,1.0,模型頭兩選只捕捉一匹實際前三，但實際前三仍全部位於模型前五,#1 喜蓮勁感（模型3／實際2） | #4 一世美麗（模型4／實際3）,,,騎練訊號 +6.08 | 班次／負磅context +3.91,競爭層已捕捉但頭二排序不足,系統性,建立賽前訊號候選並做 temporal holdout；未通過前唔改主線,0.3789,,,False
2026-04-26_ShaTin,2026-04-26,9,archive,archive_development,沙田,2000,8,,1,1,0.6667,0.6667,False,1,0.7911,0.6667,模型頭兩選只捕捉一匹實際前三，模型前五捕捉2匹實際前三,#1 蒙面舞會（模型7／實際2） | #4 同工之妙（模型4／實際3）,#1 蒙面舞會（模型7／實際2）,#8 數字天文（模型2／實際7）,,資料稀薄／不確定性處理不足,場次特定／樣本不足,暫不改模型；單場修正過擬合風險高,0.6518,,,False
2026-04-26_ShaTin,2026-04-26,10,archive,archive_development,沙田,1600,14,,0,0,0.3333,0.3333,False,11,0.0745,0.4,模型頭兩選全數落空，模型前五捕捉1匹實際前三,#8 火悟空（模型11／實際1） | #5 開心勇駒（模型7／實際2） | #3 安都（模型4／實際3）,#8 火悟空（模型11／實際1） | #5 開心勇駒（模型7／實際2）,#10 紫荊拼搏（模型1／實際6） | #6 共享富裕（模型2／實際9）,狀態穩定性 +4.44,狀態穩定性辨識不足,場次特定／樣本不足,暫不改模型；單場修正過擬合風險高,0.3798,,,False
2026-04-26_ShaTin,2026-04-26,11,archive,archive_development,沙田,1400,14,,1,2,1.0,1.0,True,2,0.7246,0.8,模型頭兩選只捕捉一匹實際前三，但實際前三仍全部位於模型前五,#9 韋金主（模型3／實際2） | #12 千帆駒（模型4／實際3）,,,,競爭層已捕捉但頭二排序不足,系統性,建立賽前訊號候選並做 temporal holdout；未通過前唔改主線,0.3505,,,False
2026-04-29_HappyValley,2026-04-29,1,archive,archive_development,跑馬地,1800,12,有初出馬,0,1,0.3333,0.3333,False,9,0.1171,0.5,模型頭兩選全數落空，模型前五捕捉1匹實際前三,#4 滿洛城（模型9／實際1） | #3 揚威四海（模型8／實際2） | #5 富裕君子（模型3／實際3）,#4 滿洛城（模型9／實際1） | #3 揚威四海（模型8／實際2）,#8 桃花多（模型2／實際11）,班次／負磅context +3.56,初出馬備戰／不確定性轉化不足,場次特定／樣本不足,暫不改模型；單場修正過擬合風險高,0.5065,,,False
2026-04-29_HappyValley,2026-04-29,2,archive,archive_development,跑馬地,1200,12,,1,1,0.3333,0.6667,False,1,0.757,0.5,模型頭兩選只捕捉一匹實際前三，模型前五捕捉2匹實際前三,#12 友得盈（模型6／實際2） | #6 至合拍（模型5／實際3）,#12 友得盈（模型6／實際2）,#9 皇帝英豪（模型2／實際8）,,整體競爭群辨識不足,系統性,建立賽前訊號候選並做 temporal holdout；未通過前唔改主線,0.4701,,,False
2026-04-29_HappyValley,2026-04-29,3,archive,archive_development,跑馬地,2200,12,,0,0,0.3333,0.6667,False,9,0.1874,0.5,模型頭兩選全數落空，模型前五捕捉2匹實際前三,#10 佰勝金龍（模型9／實際1） | #5 雙贏（模型5／實際2） | #8 富喜來（模型4／實際3）,#10 佰勝金龍（模型9／實際1）,#9 禾道威（模型1／實際6） | #2 大千氣象（模型2／實際7）,form line +3.27,已標註異常賽果,系統性,保留作異常案例研究；唔以此場直接改模型,0.5206,extreme_outsider | interference,extreme_outsider: #10 佰勝金龍 actual 1／odds 88 | interference: #9 禾道威: 6 9 禾道威 (J463) 早段及中段搶口。過了六百米處後在收慢避開墮退的「揀馬之皇」之際失地，因而向外斜跑及與「八駿笑昇」互相觸碰。三百米處至二百米處之間在「君智盛」之後嚴重受困而未能望空。賽後立即接受獸醫檢查，並無發現任何明顯異常之處。賽後須抽取樣本檢驗。,True
2026-04-29_HappyValley,2026-04-29,5,archive,archive_development,跑馬地,1200,12,有初出馬,1,2,0.6667,0.6667,False,1,0.8962,0.75,模型頭兩選只捕捉一匹實際前三，模型前五捕捉2匹實際前三,#2 巴閉王（模型3／實際2） | #12 銳高（模型6／實際3）,#12 銳高（模型6／實際3）,,,整體競爭群辨識不足,系統性,建立賽前訊號候選並做 temporal holdout；未通過前唔改主線,0.4542,,,False
2026-04-29_HappyValley,2026-04-29,6,archive,archive_development,跑馬地,1650,12,,0,1,0.3333,0.3333,False,10,0.164,0.25,模型頭兩選全數落空，模型前五捕捉1匹實際前三,#4 暴風之子（模型10／實際1） | #1 勁進駒（模型3／實際2） | #6 快搏（模型7／實際3）,#4 暴風之子（模型10／實際1） | #6 快搏（模型7／實際3）,#3 爆出美麗（模型1／實際7） | #2 浪漫老撾（模型2／實際6）,,整體競爭群辨識不足,系統性,建立賽前訊號候選並做 temporal holdout；未通過前唔改主線,0.4687,,,False
2026-04-29_HappyValley,2026-04-29,7,archive,archive_development,跑馬地,1000,10,,1,1,0.6667,0.6667,False,6,0.2533,0.75,模型頭兩選只捕捉一匹實際前三，模型前五捕捉2匹實際前三,#3 天天同樂（模型6／實際1） | #8 好評如潮（模型4／實際2）,#3 天天同樂（模型6／實際1）,#5 勇敢巨星（模型1／實際8）,,整體競爭群辨識不足,系統性,建立賽前訊號候選並做 temporal holdout；未通過前唔改主線,0.4941,,,False
2026-04-29_HappyValley,2026-04-29,8,archive,archive_development,跑馬地,1200,12,,1,1,0.3333,0.3333,False,2,0.4902,0.5,模型頭兩選只捕捉一匹實際前三，模型前五捕捉1匹實際前三,#6 東來欣賞（模型9／實際2） | #11 泰泰精神（模型6／實際3）,#6 東來欣賞（模型9／實際2） | #11 泰泰精神（模型6／實際3）,,,整體競爭群辨識不足,系統性,建立賽前訊號候選並做 temporal holdout；未通過前唔改主線,0.4474,,,False
2026-05-03_ShaTin,2026-05-03,1,archive,archive_development,沙田,1200,14,,0,0,0.3333,0.6667,False,4,0.4721,0.8,模型頭兩選全數落空，模型前五捕捉2匹實際前三,#13 城中勇士（模型4／實際1） | #9 八里旺（模型5／實際2） | #11 皇金合（模型10／實際3）,#11 皇金合（模型10／實際3）,#2 金風萬里（模型1／實際8）,,已標註異常賽果,系統性,保留作異常案例研究；唔以此場直接改模型,0.4915,extreme_outsider,extreme_outsider: #9 八里旺 actual 2／odds 34,True
2026-05-03_ShaTin,2026-05-03,3,archive,archive_development,沙田,1400,13,,1,1,0.6667,0.6667,False,1,0.8207,0.4,模型頭兩選只捕捉一匹實際前三，模型前五捕捉2匹實際前三,#3 順善寶（模型4／實際2） | #2 神駒馬靈（模型10／實際3）,#2 神駒馬靈（模型10／實際3）,#13 熊噹噹（模型2／實際12）,班次／負磅context +5.17,班次／負磅context辨識不足,場次特定／樣本不足,暫不改模型；單場修正過擬合風險高,0.4679,,,False
2026-05-03_ShaTin,2026-05-03,5,archive,archive_development,沙田,1400,14,,1,2,1.0,1.0,True,3,0.7597,0.8,模型頭兩選只捕捉一匹實際前三，但實際前三仍全部位於模型前五,#8 逍遙騎士（模型3／實際1） | #2 創寶駒（模型4／實際3）,,#6 福聚（模型2／實際13）,,競爭層已捕捉但頭二排序不足,系統性,建立賽前訊號候選並做 temporal holdout；未通過前唔改主線,0.5178,,,False
2026-05-03_ShaTin,2026-05-03,8,archive,archive_development,沙田,1600,11,,1,1,0.3333,0.6667,False,1,0.8529,0.75,模型頭兩選只捕捉一匹實際前三，模型前五捕捉2匹實際前三,#6 永遠美麗（模型5／實際2） | #10 包裝福星（模型9／實際3）,#10 包裝福星（模型9／實際3）,#9 勁沙塵（模型2／實際6）,,整體競爭群辨識不足,系統性,建立賽前訊號候選並做 temporal holdout；未通過前唔改主線,0.527,,,False
2026-05-03_ShaTin,2026-05-03,9,archive,archive_development,沙田,2000,11,,0,1,0.3333,0.3333,False,7,0.2108,0.5,模型頭兩選全數落空，模型前五捕捉1匹實際前三,#8 安帝（模型7／實際1） | #1 友瑩光（模型3／實際2） | #4 盈好威楓（模型6／實際3）,#8 安帝（模型7／實際1） | #4 盈好威楓（模型6／實際3）,#10 勁大威猛（模型2／實際5）,班次／負磅context +4.46 | 狀態穩定性 +4.42,班次／負磅context辨識不足,場次特定／樣本不足,暫不改模型；單場修正過擬合風險高,0.5762,,,False
2026-05-03_ShaTin,2026-05-03,10,archive,archive_development,沙田,1400,14,,1,1,0.3333,0.3333,False,1,0.6792,0.2,模型頭兩選只捕捉一匹實際前三，模型前五捕捉1匹實際前三,#9 紅運光輝（模型8／實際2） | #5 納百川（模型9／實際3）,#9 紅運光輝（模型8／實際2） | #5 納百川（模型9／實際3）,#13 佛亮老撾（模型2／實際9）,騎練訊號 +3.23 | 班次／負磅context +3.01,騎練訊號辨識不足,系統性,建立賽前訊號候選並做 temporal holdout；未通過前唔改主線,0.5372,,,False
2026-05-06_ShaTin,2026-05-06,2,archive,archive_development,沙田,1200,12,,1,2,0.6667,1.0,True,2,0.6818,1.0,模型頭兩選只捕捉一匹實際前三，但實際前三仍全部位於模型前五,#10 爆熱（模型3／實際2） | #2 喜行（模型5／實際3）,,#6 辣得金（模型1／實際6）,,競爭層已捕捉但頭二排序不足,系統性,建立賽前訊號候選並做 temporal holdout；未通過前唔改主線,0.3198,,,False
2026-05-06_ShaTin,2026-05-06,5,archive,archive_development,沙田,1200,12,有初出馬,1,1,0.3333,0.3333,False,8,0.1355,0.5,模型頭兩選只捕捉一匹實際前三，模型前五捕捉1匹實際前三,#10 加州勇勝（模型8／實際1） | #3 顯勝高昇（模型7／實際2）,#10 加州勇勝（模型8／實際1） | #3 顯勝高昇（模型7／實際2）,,,整體競爭群辨識不足,系統性,建立賽前訊號候選並做 temporal holdout；未通過前唔改主線,0.3467,,,False
2026-05-06_ShaTin,2026-05-06,6,archive,archive_development,沙田,1650,13,,0,0,0.0,0.0,False,12,0.0634,0.4,模型頭兩選全數落空，模型前五亦未捕捉任何實際前三,#13 午夜快車（模型12／實際1） | #2 超加加（模型9／實際2） | #1 凱明神駒（模型7／實際3）,#13 午夜快車（模型12／實際1） | #2 超加加（模型9／實際2） | #1 凱明神駒（模型7／實際3）,,班次／負磅context +3.92,班次／負磅context辨識不足,場次特定／樣本不足,暫不改模型；單場修正過擬合風險高,0.3427,,,False
2026-05-06_ShaTin,2026-05-06,7,archive,archive_development,沙田,1200,12,,1,1,0.3333,0.6667,False,7,0.3823,0.5,模型頭兩選只捕捉一匹實際前三，模型前五捕捉2匹實際前三,#1 大番薯（模型7／實際1） | #4 金玉良言（模型5／實際3）,#1 大番薯（模型7／實際1）,#2 贏得自然（模型2／實際9）,,整體競爭群辨識不足,系統性,建立賽前訊號候選並做 temporal holdout；未通過前唔改主線,0.2873,,,False
2026-05-06_ShaTin,2026-05-06,8,archive,archive_development,沙田,1650,13,,1,1,0.3333,0.3333,False,7,0.1672,0.4,模型頭兩選只捕捉一匹實際前三，模型前五捕捉1匹實際前三,#7 滿心星（模型7／實際1） | #8 川河耀駒（模型6／實際2）,#7 滿心星（模型7／實際1） | #8 川河耀駒（模型6／實際2）,,,整體競爭群辨識不足,系統性,建立賽前訊號候選並做 temporal holdout；未通過前唔改主線,0.3786,,,False
